Ready to connect
Time result: 0.000005823 seconds.
Time result: 0.000033840 seconds.
Time result: 0.000011698 seconds.
Time result: 0.000034649 seconds.
Time result: 0.000001131 seconds.
Time result: 0.000001543 seconds.
Time result: 0.000021083 seconds.
Time result: 0.000047828 seconds.
Time result: 0.000029336 seconds.
Time result: 0.000006922 seconds.
Time result: 0.000032596 seconds.
Time result: 0.000006950 seconds.
Time result: 0.000001260 seconds.
Time result: 0.000001550 seconds.
Time result: 0.000001400 seconds.
Time result: 0.000019190 seconds.
Time result: 0.000036782 seconds.
Time result: 0.000016174 seconds.
Time result: 0.000041130 seconds.
Time result: 0.000013317 seconds.
Time result: 0.000031193 seconds.
Time result: 0.000007369 seconds.
Time result: 0.000030779 seconds.
Time result: 0.000003155 seconds.
Time result: 0.000022527 seconds.
Time result: 0.000002473 seconds.
Time result: 0.000015252 seconds.
Time result: 0.000037758 seconds.
Time result: 0.000017738 seconds.
Time result: 0.000046706 seconds.
Time result: 0.000025651 seconds.
Time result: 0.000005437 seconds.
Time result: 0.000028868 seconds.
Time result: 0.000008550 seconds.
Time result: 0.000001066 seconds.
Time result: 0.000000966 seconds.
Time result: 0.000019434 seconds.
Time result: 0.000045166 seconds.
Time result: 0.000021599 seconds.
Time result: 0.000044459 seconds.
Time result: 0.000019657 seconds.
Time result: 0.000031748 seconds.
Time result: 0.000010470 seconds.
Time result: 0.999035838 seconds.
Time result: 0.999015755 seconds.
Time result: 0.000029579 seconds.
Time result: 0.000011542 seconds.
Time result: 0.000001252 seconds.
Time result: 0.000000989 seconds.
Time result: 0.000024532 seconds.
Time result: 0.000003290 seconds.
Time result: 0.000016866 seconds.
Time result: 0.000001047 seconds.
Time result: 0.000018677 seconds.
Time result: 0.000027465 seconds.
Time result: 0.000008003 seconds.
Time result: 0.000036149 seconds.
Time result: 0.000011004 seconds.
Time result: 0.000033849 seconds.
Time result: 0.000001517 seconds.
Time result: 0.000020635 seconds.
Time result: 0.000001537 seconds.
Time result: 0.000020776 seconds.
Time result: 0.000041695 seconds.
Time result: 0.000022100 seconds.
Time result: 0.000031191 seconds.
Time result: 0.000007217 seconds.
Time result: 0.000023530 seconds.
Time result: 0.000003481 seconds.
Time result: 0.000033772 seconds.
Time result: 0.000014469 seconds.
Time result: 0.000038584 seconds.
Time result: 0.000016265 seconds.
Time result: 0.000034131 seconds.
Time result: 0.000014249 seconds.
Time result: 0.000033417 seconds.
Time result: 0.000007005 seconds.
Time result: 0.000028911 seconds.
Time result: 0.000008846 seconds.
Time result: 0.000034618 seconds.
Time result: 0.000014180 seconds.
Time result: 0.000027285 seconds.
Time result: 0.000005836 seconds.
Time result: 0.000026150 seconds.
Time result: 0.000007504 seconds.
Time result: 0.000031860 seconds.
Time result: 0.000012745 seconds.
Time result: 0.000027678 seconds.
Time result: 0.000005917 seconds.
Time result: 0.000001590 seconds.
Time result: 0.000001484 seconds.
Time result: 0.000021005 seconds.
Time result: 0.000040416 seconds.
Time result: 0.000021979 seconds.
Time result: 0.000046478 seconds.
Time result: 0.000028069 seconds.
Time result: 0.000007911 seconds.
Time result: 0.000023291 seconds.
Time result: 0.000001028 seconds.
Time result: 0.000010214 seconds.
Time result: 0.000014266 seconds.
Time result: 0.000038774 seconds.
Time result: 0.000018799 seconds.
Time result: 0.000038827 seconds.
Time result: 0.000018776 seconds.
Time result: 0.000046514 seconds.
Time result: 0.000024132 seconds.
Time result: 0.000021124 seconds.
Time result: 0.000000987 seconds.
Time result: 0.000023121 seconds.
Time result: 0.000004063 seconds.
Time result: 0.000028746 seconds.
Time result: 0.000008308 seconds.
Time result: 0.000026304 seconds.
Time result: 0.000008730 seconds.
Time result: 0.000020830 seconds.
Time result: 0.000001008 seconds.
Time result: 0.000025648 seconds.
Time result: 0.000006153 seconds.
Time result: 0.000033130 seconds.
Time result: 0.000012247 seconds.
Time result: 0.000036949 seconds.
Time result: 0.000018870 seconds.
Time result: 0.000044627 seconds.
Time result: 0.000022366 seconds.
Time result: 0.000001512 seconds.
Time result: 0.000023774 seconds.
Time result: 0.000000971 seconds.
Time result: 0.000022231 seconds.
