Ready to connect
Time result: 0.000024198 seconds.
Time result: 0.000021567 seconds.
Time result: 0.000019214 seconds.
Time result: 0.000016431 seconds.
Time result: 0.000013365 seconds.
Time result: 0.000010438 seconds.
Time result: 0.000006525 seconds.
Time result: 0.000004002 seconds.
Time result: 0.000000715 seconds.
Time result: 0.000001102 seconds.
Time result: 0.000033194 seconds.
Time result: 0.000030913 seconds.
Time result: 0.000027947 seconds.
Time result: 0.000025502 seconds.
Time result: 0.000023186 seconds.
Time result: 0.000020737 seconds.
Time result: 0.000018120 seconds.
Time result: 0.000015836 seconds.
Time result: 0.000013147 seconds.
Time result: 0.000010578 seconds.
Time result: 0.000008255 seconds.
Time result: 0.000005798 seconds.
Time result: 0.000003303 seconds.
Time result: 0.000000878 seconds.
Time result: 0.000000785 seconds.
Time result: 0.000034238 seconds.
Time result: 0.000031642 seconds.
Time result: 0.000029113 seconds.
Time result: 0.000026581 seconds.
Time result: 0.000024053 seconds.
Time result: 0.000021782 seconds.
Time result: 0.000018882 seconds.
Time result: 0.000016398 seconds.
Time result: 0.000013844 seconds.
Time result: 0.000011026 seconds.
Time result: 0.000007987 seconds.
Time result: 0.000005188 seconds.
Time result: 0.000002770 seconds.
Time result: 0.000000581 seconds.
Time result: 0.000001172 seconds.
Time result: 0.000030922 seconds.
Time result: 0.000028276 seconds.
Time result: 0.000025958 seconds.
Time result: 0.000023448 seconds.
Time result: 0.000021104 seconds.
Time result: 0.000019127 seconds.
Time result: 0.000016898 seconds.
Time result: 0.000014554 seconds.
Time result: 0.000012164 seconds.
Time result: 0.000009955 seconds.
Time result: 0.000007571 seconds.
Time result: 0.000005370 seconds.
Time result: 0.000002975 seconds.
Time result: 0.000000871 seconds.
Time result: 0.000000957 seconds.
Time result: 0.000034629 seconds.
Time result: 0.000031825 seconds.
Time result: 0.000028788 seconds.
Time result: 0.000025568 seconds.
Time result: 0.000023056 seconds.
Time result: 0.000020512 seconds.
Time result: 0.000018050 seconds.
Time result: 0.000015688 seconds.
Time result: 0.000012650 seconds.
Time result: 0.000010271 seconds.
Time result: 0.000007755 seconds.
Time result: 0.000005173 seconds.
Time result: 0.000002784 seconds.
Time result: 0.000000827 seconds.
Time result: 0.000000747 seconds.
Time result: 0.000032240 seconds.
Time result: 0.000029978 seconds.
Time result: 0.000027563 seconds.
Time result: 0.000025267 seconds.
Time result: 0.000022872 seconds.
Time result: 0.000020474 seconds.
Time result: 0.000017677 seconds.
Time result: 0.000015241 seconds.
Time result: 0.000012612 seconds.
Time result: 0.000009998 seconds.
Time result: 0.000007806 seconds.
Time result: 0.000005517 seconds.
Time result: 0.000002890 seconds.
Time result: 0.000000730 seconds.
Time result: 0.000000710 seconds.
Time result: 0.000031949 seconds.
Time result: 0.000029640 seconds.
Time result: 0.000027152 seconds.
Time result: 0.000024996 seconds.
Time result: 0.000022254 seconds.
Time result: 0.000019799 seconds.
Time result: 0.000017646 seconds.
Time result: 0.000015291 seconds.
Time result: 0.000012798 seconds.
Time result: 0.000010648 seconds.
Time result: 0.000007647 seconds.
Time result: 0.000005124 seconds.
Time result: 0.000002755 seconds.
Time result: 0.000002980 seconds.
Time result: 0.000001459 seconds.
Time result: 0.000034107 seconds.
Time result: 0.000030641 seconds.
Time result: 0.000027810 seconds.
Time result: 0.000025499 seconds.
Time result: 0.000023439 seconds.
Time result: 0.000020772 seconds.
Time result: 0.000018624 seconds.
Time result: 0.000016007 seconds.
Time result: 0.000013779 seconds.
Time result: 0.000010753 seconds.
Time result: 0.000008360 seconds.
Time result: 0.000005719 seconds.
Time result: 0.000003310 seconds.
Time result: 0.000001016 seconds.
Time result: 0.000000764 seconds.
Time result: 0.000033553 seconds.
Time result: 0.000031305 seconds.
Time result: 0.000028472 seconds.
Time result: 0.000025762 seconds.
Time result: 0.000023325 seconds.
Time result: 0.000020655 seconds.
Time result: 0.000018205 seconds.
Time result: 0.000015891 seconds.
Time result: 0.000013319 seconds.
Time result: 0.000010331 seconds.
Time result: 0.000007914 seconds.
Time result: 0.000005603 seconds.
Time result: 0.000002876 seconds.
Time result: 0.000000979 seconds.
Time result: 0.000001172 seconds.
