Ready to connect
Time result: 0.000026224 seconds.
Time result: 0.000017014 seconds.
Time result: 0.000008818 seconds.
Time result: 0.000001453 seconds.
Time result: 0.000037257 seconds.
Time result: 0.000029775 seconds.
Time result: 0.000019883 seconds.
Time result: 0.000008340 seconds.
Time result: 0.000000974 seconds.
Time result: 0.000040753 seconds.
Time result: 0.000032930 seconds.
Time result: 0.000025538 seconds.
Time result: 0.000018196 seconds.
Time result: 0.000004757 seconds.
Time result: 0.000035252 seconds.
Time result: 0.000026985 seconds.
Time result: 0.000018700 seconds.
Time result: 0.000009511 seconds.
Time result: 0.000000994 seconds.
Time result: 0.000000575 seconds.
Time result: 0.000035778 seconds.
Time result: 0.000027276 seconds.
Time result: 0.000020134 seconds.
Time result: 0.000010016 seconds.
Time result: 0.000002269 seconds.
Time result: 0.999038769 seconds.
Time result: 0.999027125 seconds.
Time result: 0.000014138 seconds.
Time result: 0.000003534 seconds.
Time result: 0.000000741 seconds.
Time result: 0.000000643 seconds.
Time result: 0.000033364 seconds.
Time result: 0.000026107 seconds.
Time result: 0.000018821 seconds.
Time result: 0.000007121 seconds.
Time result: 0.000041959 seconds.
Time result: 0.000031662 seconds.
Time result: 0.000019413 seconds.
Time result: 0.000010107 seconds.
Time result: 0.000002308 seconds.
Time result: 0.000037271 seconds.
Time result: 0.000029071 seconds.
Time result: 0.000019972 seconds.
Time result: 0.000009877 seconds.
Time result: 0.000002516 seconds.
Time result: 0.000042516 seconds.
Time result: 0.000033801 seconds.
Time result: 0.000024508 seconds.
Time result: 0.000014886 seconds.
Time result: 0.000006282 seconds.
Time result: 0.000045529 seconds.
Time result: 0.000037890 seconds.
Time result: 0.000030640 seconds.
Time result: 0.000021478 seconds.
Time result: 0.000013518 seconds.
Time result: 0.000005555 seconds.
Time result: 0.000035518 seconds.
Time result: 0.000027475 seconds.
Time result: 0.000020149 seconds.
Time result: 0.000009961 seconds.
Time result: 0.000001019 seconds.
Time result: 0.000000760 seconds.
Time result: 0.000000759 seconds.
Time result: 0.000032705 seconds.
Time result: 0.000024928 seconds.
Time result: 0.000011961 seconds.
Time result: 0.000004150 seconds.
Time result: 0.000038883 seconds.
Time result: 0.000029553 seconds.
Time result: 0.000021784 seconds.
Time result: 0.000013210 seconds.
Time result: 0.000003747 seconds.
Time result: 0.000038263 seconds.
Time result: 0.000025982 seconds.
Time result: 0.000018082 seconds.
Time result: 0.000008879 seconds.
Time result: 0.000001202 seconds.
Time result: 0.000037132 seconds.
Time result: 0.000029774 seconds.
Time result: 0.000022319 seconds.
Time result: 0.000010222 seconds.
Time result: 0.000000582 seconds.
Time result: 0.000000662 seconds.
Time result: 0.000035222 seconds.
Time result: 0.000027955 seconds.
Time result: 0.000020209 seconds.
Time result: 0.000008552 seconds.
Time result: 0.000001232 seconds.
Time result: 0.000035614 seconds.
Time result: 0.000027573 seconds.
Time result: 0.000017157 seconds.
Time result: 0.000009110 seconds.
Time result: 0.000000788 seconds.
Time result: 0.000000584 seconds.
Time result: 0.000035182 seconds.
Time result: 0.000027290 seconds.
Time result: 0.000019255 seconds.
Time result: 0.000007408 seconds.
Time result: 0.000043509 seconds.
Time result: 0.000034077 seconds.
Time result: 0.000025725 seconds.
Time result: 0.000018195 seconds.
Time result: 0.000008491 seconds.
Time result: 0.000047779 seconds.
Time result: 0.000038394 seconds.
Time result: 0.000023068 seconds.
Time result: 0.000013977 seconds.
Time result: 0.000006765 seconds.
Time result: 0.000041156 seconds.
Time result: 0.000033936 seconds.
Time result: 0.000025660 seconds.
Time result: 0.000017856 seconds.
Time result: 0.000008630 seconds.
Time result: 0.000042891 seconds.
Time result: 0.000035053 seconds.
Time result: 0.000025183 seconds.
Time result: 0.000016907 seconds.
Time result: 0.000008877 seconds.
Time result: 0.000001395 seconds.
Time result: 0.000031244 seconds.
Time result: 0.000019767 seconds.
Time result: 0.000011840 seconds.
Time result: 0.000004483 seconds.
Time result: 0.000000829 seconds.
Time result: 0.000000804 seconds.
Time result: 0.000035383 seconds.
Time result: 0.000026563 seconds.
Time result: 0.000018800 seconds.
Time result: 0.000010890 seconds.
Time result: 0.000002847 seconds.
Time result: 0.000035555 seconds.
Time result: 0.000026558 seconds.
Time result: 0.000016998 seconds.
Time result: 0.000005030 seconds.
Time result: 0.000000724 seconds.
Time result: 0.000000720 seconds.
Time result: 0.999031917 seconds.
Time result: 0.000020999 seconds.
Time result: 0.000012257 seconds.
Time result: 0.000003186 seconds.
Time result: 0.000039074 seconds.
Time result: 0.000030196 seconds.
Time result: 0.000022714 seconds.
Time result: 0.000013305 seconds.
Time result: 0.000004904 seconds.
Time result: 0.000039818 seconds.
Time result: 0.000032397 seconds.
Time result: 0.000024114 seconds.
Time result: 0.000012183 seconds.
Time result: 0.000000978 seconds.
Time result: 0.000035437 seconds.
Time result: 0.000025933 seconds.
Time result: 0.000017806 seconds.
Time result: 0.000008742 seconds.
Time result: 0.000000810 seconds.
Time result: 0.000000545 seconds.
Time result: 0.000030394 seconds.
Time result: 0.000020249 seconds.
Time result: 0.000011728 seconds.
Time result: 0.000002602 seconds.
Time result: 0.000035265 seconds.
Time result: 0.000027826 seconds.
Time result: 0.000019494 seconds.
Time result: 0.000007822 seconds.
Time result: 0.000044229 seconds.
Time result: 0.000035353 seconds.
Time result: 0.000027090 seconds.
Time result: 0.000018999 seconds.
Time result: 0.000011493 seconds.
Time result: 0.000042614 seconds.
Time result: 0.000032992 seconds.
Time result: 0.000021593 seconds.
Time result: 0.000013585 seconds.
Time result: 0.000005684 seconds.
Time result: 0.000040536 seconds.
Time result: 0.000028401 seconds.
Time result: 0.000020280 seconds.
Time result: 0.000011140 seconds.
Time result: 0.000000586 seconds.
Time result: 0.000000644 seconds.
Time result: 0.000036690 seconds.
Time result: 0.000025196 seconds.
Time result: 0.000015832 seconds.
Time result: 0.000005230 seconds.
Time result: 0.000045732 seconds.
Time result: 0.000034832 seconds.
Time result: 0.000026553 seconds.
Time result: 0.000018463 seconds.
Time result: 0.000011274 seconds.
Time result: 0.000003402 seconds.
Time result: 0.000043256 seconds.
Time result: 0.000032657 seconds.
Time result: 0.000024431 seconds.
Time result: 0.000017009 seconds.
Time result: 0.000007194 seconds.
Time result: 0.000000613 seconds.
Time result: 0.000000639 seconds.
Time result: 0.000031666 seconds.
Time result: 0.000021160 seconds.
Time result: 0.000009465 seconds.
Time result: 0.000047971 seconds.
Time result: 0.000037985 seconds.
Time result: 0.000029233 seconds.
Time result: 0.000018932 seconds.
Time result: 0.000011262 seconds.
Time result: 0.000002666 seconds.
Time result: 0.000038232 seconds.
Time result: 0.000029839 seconds.
Time result: 0.000019873 seconds.
Time result: 0.000011800 seconds.
Time result: 0.000003391 seconds.
Time result: 0.000000640 seconds.
Time result: 0.000000670 seconds.
Time result: 0.000038249 seconds.
Time result: 0.000030794 seconds.
Time result: 0.000022974 seconds.
Time result: 0.000012662 seconds.
Time result: 0.000003484 seconds.
Time result: 0.000039476 seconds.
Time result: 0.000031808 seconds.
Time result: 0.000023681 seconds.
Time result: 0.000015178 seconds.
Time result: 0.000007710 seconds.
Time result: 0.000041311 seconds.
Time result: 0.000032814 seconds.
Time result: 0.000024628 seconds.
Time result: 0.000013176 seconds.
Time result: 0.000001454 seconds.
Time result: 0.000037016 seconds.
Time result: 0.000028579 seconds.
Time result: 0.000020684 seconds.
Time result: 0.000013099 seconds.
Time result: 0.000005854 seconds.
Time result: 0.000041891 seconds.
Time result: 0.000031796 seconds.
Time result: 0.000023953 seconds.
Time result: 0.000013923 seconds.
Time result: 0.000006135 seconds.
Time result: 0.000041787 seconds.
Time result: 0.000034118 seconds.
Time result: 0.000025614 seconds.
Time result: 0.000015857 seconds.
Time result: 0.000006866 seconds.
Time result: 0.999039030 seconds.
Time result: 0.000031136 seconds.
Time result: 0.000023288 seconds.
Time result: 0.000011656 seconds.
Time result: 0.000003991 seconds.
Time result: 0.000000705 seconds.
Time result: 0.000000593 seconds.
Time result: 0.000036765 seconds.
Time result: 0.000028784 seconds.
Time result: 0.000013610 seconds.
Time result: 0.000004928 seconds.
Time result: 0.000044058 seconds.
Time result: 0.000032965 seconds.
Time result: 0.000024911 seconds.
Time result: 0.000017594 seconds.
Time result: 0.000010124 seconds.
Time result: 0.000043260 seconds.
Time result: 0.000034482 seconds.
Time result: 0.000021785 seconds.
Time result: 0.000012904 seconds.
Time result: 0.000001122 seconds.
Time result: 0.000037665 seconds.
Time result: 0.000028928 seconds.
Time result: 0.000019400 seconds.
Time result: 0.000011366 seconds.
Time result: 0.000002370 seconds.
Time result: 0.000038818 seconds.
Time result: 0.000030466 seconds.
Time result: 0.000021537 seconds.
Time result: 0.000009117 seconds.
Time result: 0.000001520 seconds.
Time result: 0.000037396 seconds.
Time result: 0.000030243 seconds.
Time result: 0.000020299 seconds.
Time result: 0.000013190 seconds.
Time result: 0.000003730 seconds.
Time result: 0.000040289 seconds.
Time result: 0.000031073 seconds.
Time result: 0.000022347 seconds.
Time result: 0.000014641 seconds.
Time result: 0.000000797 seconds.
Time result: 0.000000713 seconds.
Time result: 0.000037458 seconds.
Time result: 0.000029991 seconds.
Time result: 0.000021132 seconds.
Time result: 0.000011925 seconds.
Time result: 0.000004555 seconds.
Time result: 0.000039558 seconds.
Time result: 0.000030980 seconds.
Time result: 0.000022279 seconds.
Time result: 0.000014842 seconds.
Time result: 0.000006677 seconds.
Time result: 0.000042466 seconds.
Time result: 0.000034252 seconds.
Time result: 0.000026192 seconds.
Time result: 0.000015099 seconds.
Time result: 0.000007830 seconds.
Time result: 0.000044438 seconds.
Time result: 0.000035637 seconds.
Time result: 0.000026053 seconds.
Time result: 0.000016839 seconds.
Time result: 0.000009198 seconds.
Time result: 0.000002122 seconds.
Time result: 0.000036446 seconds.
Time result: 0.000027306 seconds.
Time result: 0.000017397 seconds.
Time result: 0.000010088 seconds.
Time result: 0.000001736 seconds.
Time result: 0.000000602 seconds.
Time result: 0.000000673 seconds.
Time result: 0.000033516 seconds.
Time result: 0.000025287 seconds.
Time result: 0.000016927 seconds.
Time result: 0.000007359 seconds.
Time result: 0.000039472 seconds.
Time result: 0.000031521 seconds.
Time result: 0.000024519 seconds.
Time result: 0.000017128 seconds.
Time result: 0.000001003 seconds.
Time result: 0.000033481 seconds.
Time result: 0.000025436 seconds.
Time result: 0.000016674 seconds.
Time result: 0.000007162 seconds.
Time result: 0.000000828 seconds.
Time result: 0.000000756 seconds.
Time result: 0.000031467 seconds.
Time result: 0.000024218 seconds.
Time result: 0.000011008 seconds.
Time result: 0.000002527 seconds.
Time result: 0.000038316 seconds.
Time result: 0.000031036 seconds.
Time result: 0.000023537 seconds.
Time result: 0.000014088 seconds.
Time result: 0.000006371 seconds.
Time result: 0.000041639 seconds.
Time result: 0.000034379 seconds.
Time result: 0.000026512 seconds.
Time result: 0.000018703 seconds.
Time result: 0.000009532 seconds.
Time result: 0.000001615 seconds.
Time result: 0.000038073 seconds.
Time result: 0.000030677 seconds.
Time result: 0.000022590 seconds.
Time result: 0.000015302 seconds.
Time result: 0.000007525 seconds.
Time result: 0.000000655 seconds.
Time result: 0.000000732 seconds.
Time result: 0.000032007 seconds.
Time result: 0.000023704 seconds.
Time result: 0.000013996 seconds.
Time result: 0.000006467 seconds.
Time result: 0.999040968 seconds.
Time result: 0.999031151 seconds.
Time result: 0.999022995 seconds.
Time result: 0.000014118 seconds.
Time result: 0.000004444 seconds.
Time result: 0.000040567 seconds.
Time result: 0.000033247 seconds.
Time result: 0.000021342 seconds.
Time result: 0.000013406 seconds.
Time result: 0.000003554 seconds.
Time result: 0.000001108 seconds.
Time result: 0.000000800 seconds.
Time result: 0.000033857 seconds.
Time result: 0.000025972 seconds.
Time result: 0.000016992 seconds.
Time result: 0.000006076 seconds.
Time result: 0.000039526 seconds.
Time result: 0.000030520 seconds.
Time result: 0.000018522 seconds.
Time result: 0.000009987 seconds.
Time result: 0.000001524 seconds.
Time result: 0.000040120 seconds.
Time result: 0.000032122 seconds.
Time result: 0.000024980 seconds.
Time result: 0.000015083 seconds.
Time result: 0.000006854 seconds.
Time result: 0.000042966 seconds.
Time result: 0.000033277 seconds.
Time result: 0.000025289 seconds.
Time result: 0.000016161 seconds.
Time result: 0.000007147 seconds.
Time result: 0.000042175 seconds.
Time result: 0.000031560 seconds.
Time result: 0.000021812 seconds.
Time result: 0.000014690 seconds.
Time result: 0.000007522 seconds.
Time result: 0.000042043 seconds.
Time result: 0.000034126 seconds.
Time result: 0.000026779 seconds.
Time result: 0.000016709 seconds.
Time result: 0.000008721 seconds.
Time result: 0.000046011 seconds.
Time result: 0.000037945 seconds.
Time result: 0.000030188 seconds.
Time result: 0.000020280 seconds.
Time result: 0.000013252 seconds.
Time result: 0.000003862 seconds.
Time result: 0.000038799 seconds.
Time result: 0.000030836 seconds.
Time result: 0.000022619 seconds.
Time result: 0.000014555 seconds.
Time result: 0.000005929 seconds.
Time result: 0.000000651 seconds.
Time result: 0.000000714 seconds.
Time result: 0.000032660 seconds.
Time result: 0.000024495 seconds.
Time result: 0.000015774 seconds.
Time result: 0.000007526 seconds.
Time result: 0.000044103 seconds.
Time result: 0.000030977 seconds.
Time result: 0.000022120 seconds.
Time result: 0.000011282 seconds.
Time result: 0.000040133 seconds.
Time result: 0.000032796 seconds.
Time result: 0.000024539 seconds.
Time result: 0.000016769 seconds.
Time result: 0.000009745 seconds.
Time result: 0.000001236 seconds.
Time result: 0.000035650 seconds.
Time result: 0.000025247 seconds.
Time result: 0.000016485 seconds.
Time result: 0.000009150 seconds.
Time result: 0.000001376 seconds.
Time result: 0.000000674 seconds.
Time result: 0.000000731 seconds.
Time result: 0.000029370 seconds.
Time result: 0.000020111 seconds.
Time result: 0.000010629 seconds.
Time result: 0.000001699 seconds.
Time result: 0.000037064 seconds.
Time result: 0.000027407 seconds.
Time result: 0.000019583 seconds.
Time result: 0.000008202 seconds.
Time result: 0.000047440 seconds.
Time result: 0.000040320 seconds.
Time result: 0.000030420 seconds.
Time result: 0.000020135 seconds.
Time result: 0.000012050 seconds.
Time result: 0.000004257 seconds.
Time result: 0.000040713 seconds.
Time result: 0.000033108 seconds.
Time result: 0.000025686 seconds.
Time result: 0.000018186 seconds.
Time result: 0.000010790 seconds.
Time result: 0.000003145 seconds.
Time result: 0.000035079 seconds.
Time result: 0.000025505 seconds.
Time result: 0.000017311 seconds.
Time result: 0.000008754 seconds.
Time result: 0.000000648 seconds.
Time result: 0.000000686 seconds.
Time result: 0.000034141 seconds.
Time result: 0.000026165 seconds.
Time result: 0.000018057 seconds.
Time result: 0.000010754 seconds.
Time result: 0.000040063 seconds.
Time result: 0.000032036 seconds.
Time result: 0.000023622 seconds.
Time result: 0.000015489 seconds.
Time result: 0.000004979 seconds.
Time result: 0.000040135 seconds.
Time result: 0.000031792 seconds.
Time result: 0.000023531 seconds.
Time result: 0.000015585 seconds.
Time result: 0.000007322 seconds.
Time result: 0.999043280 seconds.
Time result: 0.000035851 seconds.
Time result: 0.000028398 seconds.
Time result: 0.000021096 seconds.
Time result: 0.000012105 seconds.
Time result: 0.000001136 seconds.
Time result: 0.000000695 seconds.
Time result: 0.000040421 seconds.
Time result: 0.000031755 seconds.
Time result: 0.000021704 seconds.
Time result: 0.000009240 seconds.
Time result: 0.000001057 seconds.
Time result: 0.000031737 seconds.
Time result: 0.000024362 seconds.
Time result: 0.000017001 seconds.
Time result: 0.000008369 seconds.
Time result: 0.000000846 seconds.
Time result: 0.000000711 seconds.
Time result: 0.000034116 seconds.
Time result: 0.000024703 seconds.
Time result: 0.000013859 seconds.
Time result: 0.000005668 seconds.
Time result: 0.000044872 seconds.
Time result: 0.000034829 seconds.
Time result: 0.000027378 seconds.
Time result: 0.000016909 seconds.
Time result: 0.000003790 seconds.
Time result: 0.000039833 seconds.
Time result: 0.000027145 seconds.
Time result: 0.000016729 seconds.
Time result: 0.000007607 seconds.
Time result: 0.000000676 seconds.
Time result: 0.000000831 seconds.
Time result: 0.000041175 seconds.
Time result: 0.000031344 seconds.
Time result: 0.000022422 seconds.
Time result: 0.000014251 seconds.
Time result: 0.000006835 seconds.
Time result: 0.000040747 seconds.
Time result: 0.000030547 seconds.
Time result: 0.000021308 seconds.
Time result: 0.000013100 seconds.
Time result: 0.000000629 seconds.
Time result: 0.000000686 seconds.
Time result: 0.000038595 seconds.
Time result: 0.000030581 seconds.
Time result: 0.000022804 seconds.
Time result: 0.000014900 seconds.
Time result: 0.000006811 seconds.
Time result: 0.000046430 seconds.
Time result: 0.000038073 seconds.
Time result: 0.000025972 seconds.
Time result: 0.000017959 seconds.
Time result: 0.000008998 seconds.
Time result: 0.000043530 seconds.
Time result: 0.000036370 seconds.
Time result: 0.000027911 seconds.
Time result: 0.000020184 seconds.
Time result: 0.000011412 seconds.
Time result: 0.000002515 seconds.
Time result: 0.000042111 seconds.
Time result: 0.000030345 seconds.
Time result: 0.000020829 seconds.
Time result: 0.000007976 seconds.
Time result: 0.000000937 seconds.
Time result: 0.000001121 seconds.
Time result: 0.000000756 seconds.
Time result: 0.000033487 seconds.
Time result: 0.000026106 seconds.
Time result: 0.000015329 seconds.
Time result: 0.000007223 seconds.
Time result: 0.000043003 seconds.
Time result: 0.000033519 seconds.
Time result: 0.000022368 seconds.
Time result: 0.000009595 seconds.
Time result: 0.000042844 seconds.
Time result: 0.000033794 seconds.
Time result: 0.000023891 seconds.
Time result: 0.000015668 seconds.
Time result: 0.000007441 seconds.
Time result: 0.000043935 seconds.
Time result: 0.000036613 seconds.
Time result: 0.000026126 seconds.
Time result: 0.000015386 seconds.
Time result: 0.000008115 seconds.
Time result: 0.000048796 seconds.
Time result: 0.000038052 seconds.
Time result: 0.000027034 seconds.
Time result: 0.000017971 seconds.
Time result: 0.000007676 seconds.
Time result: 0.000041653 seconds.
Time result: 0.000032199 seconds.
Time result: 0.000025054 seconds.
Time result: 0.000015170 seconds.
Time result: 0.000006326 seconds.
Time result: 0.000042185 seconds.
Time result: 0.000033971 seconds.
Time result: 0.000025558 seconds.
Time result: 0.000018424 seconds.
Time result: 0.000009632 seconds.
Time result: 0.000047325 seconds.
Time result: 0.000031929 seconds.
Time result: 0.000012229 seconds.
Time result: 0.000001200 seconds.
Time result: 0.000000627 seconds.
Time result: 0.000000694 seconds.
Time result: 0.000032972 seconds.
Time result: 0.000020768 seconds.
Time result: 0.000011736 seconds.
Time result: 0.000003244 seconds.
Time result: 0.000033365 seconds.
Time result: 0.000026009 seconds.
Time result: 0.000015780 seconds.
Time result: 0.000007924 seconds.
Time result: 0.000043513 seconds.
Time result: 0.000035261 seconds.
Time result: 0.000027814 seconds.
Time result: 0.000014030 seconds.
Time result: 0.000004235 seconds.
Time result: 0.000044194 seconds.
Time result: 0.000035107 seconds.
Time result: 0.000027712 seconds.
Time result: 0.000018310 seconds.
Time result: 0.000006431 seconds.
Time result: 0.000038244 seconds.
Time result: 0.000025203 seconds.
Time result: 0.000016953 seconds.
Time result: 0.000006510 seconds.
Time result: 0.000000828 seconds.
Time result: 0.000000738 seconds.
Time result: 0.000035282 seconds.
Time result: 0.000028192 seconds.
Time result: 0.000019721 seconds.
Time result: 0.000007914 seconds.
Time result: 0.000043218 seconds.
Time result: 0.000034291 seconds.
Time result: 0.000027161 seconds.
Time result: 0.000018054 seconds.
Time result: 0.000008786 seconds.
Time result: 0.000039314 seconds.
Time result: 0.000031452 seconds.
Time result: 0.000022169 seconds.
Time result: 0.000014924 seconds.
Time result: 0.000007259 seconds.
Time result: 0.000043334 seconds.
Time result: 0.000034231 seconds.
Time result: 0.000026083 seconds.
Time result: 0.000018259 seconds.
Time result: 0.000008471 seconds.
Time result: 0.000047427 seconds.
Time result: 0.000035041 seconds.
Time result: 0.000024610 seconds.
Time result: 0.000013138 seconds.
Time result: 0.000004550 seconds.
Time result: 0.000036825 seconds.
Time result: 0.000029246 seconds.
Time result: 0.000021909 seconds.
Time result: 0.000014529 seconds.
Time result: 0.000006538 seconds.
Time result: 0.000041656 seconds.
Time result: 0.000033240 seconds.
Time result: 0.000025420 seconds.
Time result: 0.000012842 seconds.
Time result: 0.000005231 seconds.
Time result: 0.000045471 seconds.
Time result: 0.000038299 seconds.
